,ogc_fid,GEOMETRY,in1,id,cultivo,originfid,NDVI_1,TNDVI_1,RVI_1,SAVI_1,TSAVI_1,MSAVI_1,MSAVI2_1,IPVI_1,LAIFromNDVILog_1,LAIFromReflLinear_1,LAIFromNDVIFormo_1,NDVI_2,TNDVI_2,RVI_2,SAVI_2,TSAVI_2,MSAVI_2,MSAVI2_2,IPVI_2,LAIFromNDVILog_2,LAIFromReflLinear_2,LAIFromNDVIFormo_2,NDVI_3,TNDVI_3,RVI_3,SAVI_3,TSAVI_3,MSAVI_3,MSAVI2_3,IPVI_3,LAIFromNDVILog_3,LAIFromReflLinear_3,LAIFromNDVIFormo_3,NDVI_4,TNDVI_4,RVI_4,SAVI_4,TSAVI_4,MSAVI_4,MSAVI2_4,IPVI_4,LAIFromNDVILog_4,LAIFromReflLinear_4,LAIFromNDVIFormo_4,NDVI_5,TNDVI_5,RVI_5,SAVI_5,TSAVI_5,MSAVI_5,MSAVI2_5,IPVI_5,LAIFromNDVILog_5,LAIFromReflLinear_5,LAIFromNDVIFormo_5,NDVI_6,TNDVI_6,RVI_6,SAVI_6,TSAVI_6,MSAVI_6,MSAVI2_6,IPVI_6,LAIFromNDVILog_6,LAIFromReflLinear_6,LAIFromNDVIFormo_6,target_combined,target_compined_maiz_soja_others,target_maiz_others,target_soja_others
0,1,b'\x01\x01\x00\x00\x004t\xe1;\x9cDP\xc0\xb8\x9f\xea\x99\xbd\x01A\xc0',014035,3,MAIZ,409,0.29490888118743896,0.8915766477584839,1.8365129232406616,0.22871284186840057,-0.8717367649078369,0.20771127939224243,0.21334628760814667,0.6474544405937195,0.3990400433540344,0.8690857291221619,0.23245175182819366,0.29134172201156616,0.889573872089386,1.8222347497940063,0.2185281366109848,-0.9394521713256836,0.1962323933839798,0.2018006294965744,0.6456708312034607,0.3906225264072418,0.7851018905639648,0.22566008567810059,0.28432852029800415,0.8856232166290283,1.7945783138275146,0.20525987446308136,-1.0183906555175781,0.18200591206550598,0.18729013204574585,0.6421642899513245,0.374218612909317,0.6791940331459045,0.21258287131786346,0.35087332129478455,0.9224279522895813,2.0810627937316895,0.16391241550445557,-1.8664251565933228,0.13088524341583252,0.13565953075885773,0.6754366755485535,0.5381442308425903,0.5581210255622864,0.3525204062461853,0.2828517258167267,0.8847891092300415,1.7888236045837402,0.13645614683628082,-1.8195470571517944,0.10931573063135147,0.11254170536994934,0.6414258480072021,0.3707886040210724,0.3417830169200897,0.2098749577999115,0.3061622381210327,0.897865355014801,1.8825181722640991,0.1556715965270996,-1.7099888324737549,0.1261860877275467,0.13033780455589294,0.6530811190605164,0.4259292781352997,0.4598424434661865,0.2545144557952881,MAIZ_3,MAIZ_3,1,0
1,2,b'\x01\x01\x00\x00\x00 \xf1\x0b\xeaL\xd5O\xc0\xed\xd5z\x0cd\xeb@\xc0',014084,1,SOJA,14,0.35449978709220886,0.9243915677070618,2.098372459411621,0.24824057519435883,-1.0505009889602661,0.218900665640831,0.22727927565574646,0.6772499084472656,0.5476502180099487,1.1044070720672607,0.36125341057777405,0.3873406648635864,0.9419876337051392,2.2644569873809814,0.27931249141693115,-0.9772361516952515,0.24903476238250732,0.2593124806880951,0.6936703324317932,0.6367891430854797,1.3970478773117065,0.44629430770874023,0.37314918637275696,0.9344245195388794,2.1905517578125,0.2807406783103943,-0.8973289132118225,0.25349560379981995,0.26296764612197876,0.6865745782852173,0.5975755453109741,1.410810112953186,0.4081905782222748,0.597161591053009,1.047454833984375,3.9647698402404785,0.2401932179927826,-2.1108312606811523,0.18915826082229614,0.20031380653381348,0.7985807657241821,1.3977633714675903,1.1327590942382812,1.3477007150650024,0.6597744226455688,1.0769282579421997,4.878452777862549,0.17364774644374847,-2.8981919288635254,0.12917877733707428,0.13476179540157318,0.8298872113227844,1.7365821599960327,0.7583869695663452,1.7962932586669922,0.3113311231136322,0.9007391929626465,1.9041533470153809,0.16481170058250427,-1.6284840106964111,0.13479629158973694,0.1393841654062271,0.6556655764579773,0.438454270362854,0.5103389620780945,0.264981210231781,SOJA_1,SOJA_1,0,1
2,3,b'\x01\x01\x00\x00\x00\xeat\x81\xac\r\xceO\xc0\xc6\x06r\x07\x1b\xeb@\xc0',014084,2,MAIZ,13,0.26574885845184326,0.8750707507133484,1.7238637208938599,0.1951194703578949,-0.9926710724830627,0.17378513514995575,0.17837876081466675,0.6328744292259216,0.33166226744651794,0.5675241351127625,0.17963704466819763,0.31433066725730896,0.9024026989936829,1.9168578386306763,0.2377813160419464,-0.9125035405158997,0.2143724113702774,0.22090251743793488,0.6571653485298157,0.4457739591598511,0.9750140905380249,0.27115365862846375,0.34346866607666016,0.9184054732322693,2.0463130474090576,0.25757575035095215,-0.9170248508453369,0.2319294661283493,0.23984558880329132,0.6717343330383301,0.5189313888549805,1.1778768301010132,0.3350723385810852,0.38602709770202637,0.9412901401519775,2.2574727535247803,0.18766474723815918,-1.7785509824752808,0.1513051688671112,0.1575678288936615,0.6930135488510132,0.6331133246421814,0.7188230156898499,0.44267719984054565,0.5143929719924927,1.0071707963943481,3.118556499481201,0.10631143301725388,-3.3001160621643066,0.07683636993169785,0.07887747883796692,0.7571964859962463,1.0471683740615845,0.3942759931087494,0.9016749262809753,0.44454801082611084,0.9718785881996155,2.6006712913513184,0.11781656742095947,-2.9045608043670654,0.08698292076587677,0.08953867852687836,0.7222740054130554,0.8069626092910767,0.4164320230484009,0.6234715580940247,MAIZ_2,MAIZ_2,1,0
3,4,b'\x01\x01\x00\x00\x00\xa81\x8cV\xed\xd3O\xc0\x0c\x9f\x10\xf7\xb6\xea@\xc0',014084,2,MAIZ,15,0.32975873351097107,0.910910964012146,1.9840000867843628,0.24352727830410004,-0.9538117051124573,0.21802613139152527,0.22528883814811707,0.6648793816566467,0.48403581976890564,1.0422492027282715,0.30408164858818054,0.3468620479106903,0.9202510714530945,2.0621402263641357,0.26826193928718567,-0.8536478877067566,0.24407213926315308,0.2520580291748047,0.6734310388565063,0.5277036428451538,1.2812256813049316,0.34300515055656433,0.3486759662628174,0.9212360978126526,2.0706682205200195,0.26644590497016907,-0.8769209384918213,0.24147555232048035,0.24960437417030334,0.6743379831314087,0.5324153304100037,1.264257788658142,0.3472893238067627,0.4847613573074341,0.9923514127731323,2.8816964626312256,0.18763910233974457,-2.2077367305755615,0.14588582515716553,0.15247979760169983,0.742380678653717,0.940220832824707,0.7803979516029358,0.7742366790771484,0.5267349481582642,1.0132793188095093,3.225961685180664,0.1181323453783989,-3.172819137573242,0.0860225185751915,0.08855804055929184,0.7633674740791321,1.0942256450653076,0.4501180350780487,0.959308385848999,0.312954843044281,0.9016401171684265,1.911016821861267,0.10119234025478363,-2.570305824279785,0.07613116502761841,0.07801248878240585,0.6564774513244629,0.4424118995666504,0.2604999542236328,0.268313467502594,MAIZ_2,MAIZ_2,1,0
4,5,b'\x01\x01\x00\x00\x00\xb7\xdb\xc9y\xec\xd5O\xc0\xc6h\x1a\x19\x08\xeb@\xc0',014084,2,MAIZ,16,0.32652390003204346,0.9091336131095886,1.9696673154830933,0.23342058062553406,-1.0204333066940308,0.20680679380893707,0.21388214826583862,0.6632619500160217,0.47592678666114807,0.9563040733337402,0.2970105707645416,0.3554947078227997,0.9249295592308044,2.1031553745269775,0.269626259803772,-0.8889369964599609,0.2438487410545349,0.2523512542247772,0.677747368812561,0.5502694249153137,1.2977478504180908,0.363671213388443,0.35419124364852905,0.9242246747016907,2.0968921184539795,0.26780399680137634,-0.8957761526107788,0.24193531274795532,0.2503788471221924,0.6770956516265869,0.5468389391899109,1.2796348333358765,0.36050552129745483,0.5249307751655579,1.0123885869979858,3.2099125385284424,0.1764432042837143,-2.4709935188293457,0.13454894721508026,0.14039583504199982,0.7624653577804565,1.0872477293014526,0.7355130314826965,0.9507072567939758,0.5267857313156128,1.013304352760315,3.2264153957366943,0.12008141726255417,-3.146951198577881,0.08757296949625015,0.09019653499126434,0.7633928656578064,1.0944225788116455,0.4588920474052429,0.9595514535903931,0.29419705271720886,0.8911773562431335,1.8336520195007324,0.10089478641748428,-2.4661483764648438,0.07644984126091003,0.07831250876188278,0.6470985412597656,0.397356241941452,0.2390410155057907,0.231088787317276,MAIZ_2,MAIZ_2,1,0
5,6,b'\x01\x01\x00\x00\x00\x88T\x03\xc2=\xe0O\xc0\xf0\xb2\x87\x96\xfd\xfc@\xc0',014084,20,CAMPONATUR,255,0.3464091718196869,0.9200049638748169,2.060018539428711,0.20712052285671234,-1.373307704925537,0.17469123005867004,0.18155258893966675,0.6732046008110046,0.5265297889709473,0.7955530881881714,0.34194034337997437,0.5279958248138428,1.0139012336730957,3.237250566482544,0.21899870038032532,-2.063410997390747,0.17268048226833344,0.18176299333572388,0.7639979124069214,1.0991227626800537,0.9822189807891846,0.9653557538986206,0.4084332585334778,0.9531176686286926,2.380852699279785,0.199757382273674,-1.7607203722000122,0.16144712269306183,0.16858400404453278,0.7042165994644165,0.6971663236618042,0.8070305585861206,0.5070180296897888,0.328444242477417,0.9101890921592712,1.9781591892242432,0.1361268013715744,-2.104862928390503,0.10627100616693497,0.10961702466011047,0.6642221212387085,0.48073500394821167,0.4065370559692383,0.3011973798274994,0.43368417024612427,0.9662733674049377,2.5315983295440674,0.179130420088768,-2.0907132625579834,0.14042754471302032,0.146352618932724,0.7168421149253845,0.7730250954627991,0.7062539458274841,0.5866803526878357,0.3936605155467987,0.9453361630439758,2.2984821796417236,0.1660436987876892,-2.05778169631958,0.13038882613182068,0.13542306423187256,0.6968302726745605,0.6546095609664917,0.6089749336242676,0.46396151185035706,CAMPONATUR_20,OTHER,0,0
6,7,b'\x01\x01\x00\x00\x00p2\xd6-@\xd2O\xc0\x88\xf8o2x\x02A\xc0',014084,20,CAMPONATUR,260,0.2657333314418793,0.8750619292259216,1.7238061428070068,0.17267471551895142,-1.2347438335418701,0.14827990531921387,0.15257805585861206,0.6328666806221008,0.33162721991539,0.45230793952941895,0.1796105057001114,0.34584981203079224,0.9197009205818176,2.0574018955230713,0.19599303603172302,-1.4816935062408447,0.16312263906002045,0.16947434842586517,0.6729249358177185,0.525081217288971,0.7262550592422485,0.3406277000904083,0.33186888694763184,0.9120684862136841,1.9934245347976685,0.18507350981235504,-1.5183266401290894,0.15333406627178192,0.15901775658130646,0.6659344434738159,0.4893507957458496,0.6454296112060547,0.3087431490421295,0.2940140664577484,0.8910746574401855,1.8329176902770996,0.1377887725830078,-1.873628854751587,0.10981312394142151,0.11313765496015549,0.6470070481300354,0.3969237804412842,0.365837961435318,0.23073908686637878,0.31945788860321045,0.9052391648292542,1.9388335943222046,0.14010755717754364,-1.9972517490386963,0.11041602492332458,0.11392303556203842,0.6597289443016052,0.45837461948394775,0.411965012550354,0.2818751335144043,0.3330024778842926,0.9126896858215332,1.9985119104385376,0.14347825944423676,-2.028879165649414,0.11278174072504044,0.11648102104663849,0.6665012240409851,0.49221429228782654,0.44296595454216003,0.3112633526325226,CAMPONATUR_20,OTHER,0,0
7,8,b'\x01\x01\x00\x00\x00\xa8\x14\xe7g;\xd2O\xc0x\x04l\xc2\xdd\x02A\xc0',014084,20,CAMPONATUR,261,0.29496926069259644,0.8916105031967163,1.836755633354187,0.20053038001060486,-1.1337298154830933,0.17469532787799835,0.1802499145269394,0.6474846005439758,0.39918288588523865,0.6733200550079346,0.23256748914718628,0.3313968777656555,0.9118096828460693,1.9913111925125122,0.21423693001270294,-1.220934510231018,0.18433479964733124,0.19115933775901794,0.6656984090805054,0.4881601333618164,0.8233399391174316,0.307697057723999,0.26759952306747437,0.8761275410652161,1.7307463884353638,0.19254383444786072,-1.0318819284439087,0.17041181027889252,0.1750587373971939,0.6337997317314148,0.335843950510025,0.5585509538650513,0.1828114539384842,0.3086419701576233,0.8992452025413513,1.8928571939468384,0.17640504240989685,-1.476228952407837,0.14683668315410614,0.15188933908939362,0.654321014881134,0.43192416429519653,0.563539981842041,0.2595091760158539,0.2969937324523926,0.8927450776100159,1.844924807548523,0.16799551248550415,-1.5005812644958496,0.13940928876399994,0.14400145411491394,0.6484968662261963,0.40398305654525757,0.5010140538215637,0.23646561801433563,0.28737354278564453,0.8873407244682312,1.8065195083618164,0.1500195562839508,-1.6628974676132202,0.1221870630979538,0.12598387897014618,0.6436867713928223,0.38131749629974365,0.4030270278453827,0.2182164043188095,CAMPONATUR_20,OTHER,0,0
8,9,b'\x01\x01\x00\x00\x00\x98\x14\xe5\xcc\xfc\xe0O\xc0\xe8\x0f\xc4ms\xfc@\xc0',014084,3,MAIZ,256,0.2578454911708832,0.8705432415008545,1.6948566436767578,0.20169395208358765,-0.8715423345565796,0.1833881139755249,0.1876097172498703,0.6289227604866028,0.31394240260124207,0.5801001191139221,0.1663382202386856,0.2446790486574173,0.8629478812217712,1.647881031036377,0.19824336469173431,-0.8089670538902283,0.1823824942111969,0.1860220730304718,0.6223395466804504,0.284908652305603,0.5085920691490173,0.14508354663848877,0.2762739062309265,0.8810640573501587,1.7634764909744263,0.20770153403282166,-0.9414601922035217,0.1865108609199524,0.19148606061935425,0.6381369829177856,0.3556115925312042,0.6745181679725647,0.198003351688385,0.7174721360206604,1.103391170501709,6.0789475440979,0.22813239693641663,-2.5494635105133057,0.1743699014186859,0.18440808355808258,0.8587360382080078,2.1429214477539062,1.075740098953247,2.320166826248169,0.6690017580986023,1.081203818321228,5.042327880859375,0.18658417463302612,-2.795522689819336,0.13981124758720398,0.14632105827331543,0.8345008492469788,1.7941945791244507,0.8298789858818054,1.8722763061523438,0.3040623664855957,0.8966952562332153,1.8738207817077637,0.14945541322231293,-1.777502179145813,0.1202896386384964,0.12415780127048492,0.6520311832427979,0.42087265849113464,0.429345965385437,0.2503229081630707,MAIZ_3,MAIZ_3,1,0
9,10,b'\x01\x01\x00\x00\x00X\xd1\xa4T{\xd2O\xc0\x80\xd7vF-\x02A\xc0',014084,3,MAIZ,259,0.3535144329071045,0.9238584637641907,2.0936498641967773,0.26035836338996887,-0.9490269422531128,0.2332068830728531,0.24164624512195587,0.6767572164535522,0.545060932636261,1.2094950675964355,0.35886815190315247,0.3840864300727844,0.9402586817741394,2.247208833694458,0.25859788060188293,-1.1184221506118774,0.22579538822174072,0.23552969098091125,0.6920431852340698,0.62770015001297,1.208953857421875,0.43736734986305237,0.4013860523700714,0.949413537979126,2.3410513401031494,0.20956386625766754,-1.6307846307754517,0.17168301343917847,0.17937126755714417,0.7006930112838745,0.6767045259475708,0.8622240424156189,0.48616522550582886,0.42248833179473877,0.9604625701904297,2.4631335735321045,0.14647085964679718,-2.427814483642578,0.11167339235544205,0.11564893275499344,0.7112441658973694,0.7388854622840881,0.53329998254776,0.550378680229187,0.3451254665851593,0.9193070530891418,2.0540201663970947,0.16935808956623077,-1.7703239917755127,0.13652397692203522,0.14154957234859467,0.6725627183914185,0.5232075452804565,0.5788739919662476,0.33893221616744995,0.2965574264526367,0.892500638961792,1.8431603908538818,0.14471730589866638,-1.7936314344406128,0.11626765131950378,0.1198955848813057,0.6482787132263184,0.40294721722602844,0.39746996760368347,0.23562289774417877,MAIZ_3,MAIZ_3,1,0
